@relation Feature_Extraction_from_Multiple_Apple_Image
@attribute ContrastFeature real
@attribute DissimilarityFeature real
@attribute HomogeneityFeature real
@attribute EnergyFeature real
@attribute CorrelationFeature real
@attribute ASMFeature real
@attribute LBPFeature real
@attribute Class {GreenApple, RedApple, RipeApple, UnripeApple}

@data
1.340962209079995,1.340962209079995,1.340962209079995,1.340962209079995,1.340962209079995,1.340962209079995,3564.0,GreenApple
0.7864523938789425,0.7864523938789425,0.7864523938789425,0.7864523938789425,0.7864523938789425,0.7864523938789425,4000.0,GreenApple
0.43501933363266226,0.43501933363266226,0.43501933363266226,0.43501933363266226,0.43501933363266226,0.43501933363266226,4340.0,GreenApple
0.884693060232533,0.884693060232533,0.884693060232533,0.884693060232533,0.884693060232533,0.884693060232533,3240.0,GreenApple
0.35557408073285807,0.35557408073285807,0.35557408073285807,0.35557408073285807,0.35557408073285807,0.35557408073285807,5340.0,GreenApple
1.0420577805415039,1.0420577805415039,1.0420577805415039,1.0420577805415039,1.0420577805415039,1.0420577805415039,6000.0,GreenApple
0.5893419494336317,0.5893419494336317,0.5893419494336317,0.5893419494336317,0.5893419494336317,0.5893419494336317,4428.0,GreenApple
3.7062470013383493,3.7062470013383493,3.7062470013383493,3.7062470013383493,3.7062470013383493,3.7062470013383493,4000.0,GreenApple
0.6794891550803975,0.6794891550803975,0.6794891550803975,0.6794891550803975,0.6794891550803975,0.6794891550803975,3114.0,GreenApple
0.47608593656713327,0.47608593656713327,0.47608593656713327,0.47608593656713327,0.47608593656713327,0.47608593656713327,3114.0,GreenApple
0.47801257105409534,0.47801257105409534,0.47801257105409534,0.47801257105409534,0.47801257105409534,0.47801257105409534,4644.0,GreenApple
0.5423611949710853,0.5423611949710853,0.5423611949710853,0.5423611949710853,0.5423611949710853,0.5423611949710853,3841.6,GreenApple
0.7311621794138676,0.7311621794138676,0.7311621794138676,0.7311621794138676,0.7311621794138676,0.7311621794138676,5272.4,GreenApple
0.5210562573421704,0.5210562573421704,0.5210562573421704,0.5210562573421704,0.5210562573421704,0.5210562573421704,3648.1,GreenApple
3.8563355498832514,3.8563355498832514,3.8563355498832514,3.8563355498832514,3.8563355498832514,3.8563355498832514,3648.1,GreenApple
0.3211585027687532,0.3211585027687532,0.3211585027687532,0.3211585027687532,0.3211585027687532,0.3211585027687532,2654.9,GreenApple
0.46956348465907716,0.46956348465907716,0.46956348465907716,0.46956348465907716,0.46956348465907716,0.46956348465907716,2259.4,GreenApple
1.1996619885989661,1.1996619885989661,1.1996619885989661,1.1996619885989661,1.1996619885989661,1.1996619885989661,4356.0,GreenApple
1.5481574391579582,1.5481574391579582,1.5481574391579582,1.5481574391579582,1.5481574391579582,1.5481574391579582,3203.9,GreenApple
0.33264528838517016,0.33264528838517016,0.33264528838517016,0.33264528838517016,0.33264528838517016,0.33264528838517016,2898.0,GreenApple
0.8221049944183912,0.8221049944183912,0.8221049944183912,0.8221049944183912,0.8221049944183912,0.8221049944183912,3640.0,GreenApple
0.4373029214954406,0.4373029214954406,0.4373029214954406,0.4373029214954406,0.4373029214954406,0.4373029214954406,3140.0,GreenApple
1.5159091500636883,1.5159091500636883,1.5159091500636883,1.5159091500636883,1.5159091500636883,1.5159091500636883,5740.0,GreenApple
1.058980528335747,1.058980528335747,1.058980528335747,1.058980528335747,1.058980528335747,1.058980528335747,2463.9,GreenApple
0.8849067496812225,0.8849067496812225,0.8849067496812225,0.8849067496812225,0.8849067496812225,0.8849067496812225,4464.0,GreenApple
0.5781797378076192,0.5781797378076192,0.5781797378076192,0.5781797378076192,0.5781797378076192,0.5781797378076192,3204.0,GreenApple
0.9223539105868355,0.9223539105868355,0.9223539105868355,0.9223539105868355,0.9223539105868355,0.9223539105868355,1267.5,GreenApple
0.6661000048048328,0.6661000048048328,0.6661000048048328,0.6661000048048328,0.6661000048048328,0.6661000048048328,4320.0,GreenApple
1.0112314077524038,1.0112314077524038,1.0112314077524038,1.0112314077524038,1.0112314077524038,1.0112314077524038,422.5,GreenApple
0.8362579778338749,0.8362579778338749,0.8362579778338749,0.8362579778338749,0.8362579778338749,0.8362579778338749,2898.0,GreenApple
5.763868100015734,5.763868100015734,5.763868100015734,5.763868100015734,5.763868100015734,5.763868100015734,2178.0,GreenApple
0.8464950233569866,0.8464950233569866,0.8464950233569866,0.8464950233569866,0.8464950233569866,0.8464950233569866,2898.0,GreenApple
0.6189806042808836,0.6189806042808836,0.6189806042808836,0.6189806042808836,0.6189806042808836,0.6189806042808836,2592.0,GreenApple
1.637635670563962,1.637635670563962,1.637635670563962,1.637635670563962,1.637635670563962,1.637635670563962,5524.2,GreenApple
1.065205390144901,1.065205390144901,1.065205390144901,1.065205390144901,1.065205390144901,1.065205390144901,6034.6,GreenApple
2.3838309565948275,2.3838309565948275,2.3838309565948275,2.3838309565948275,2.3838309565948275,2.3838309565948275,4431.0,GreenApple
0.9301832111819501,0.9301832111819501,0.9301832111819501,0.9301832111819501,0.9301832111819501,0.9301832111819501,6013.5,GreenApple
1.2376102697638436,1.2376102697638436,1.2376102697638436,1.2376102697638436,1.2376102697638436,1.2376102697638436,3618.0,GreenApple
0.27865172266480476,0.27865172266480476,0.27865172266480476,0.27865172266480476,0.27865172266480476,0.27865172266480476,2030.6,GreenApple
4.310508515581511,4.310508515581511,4.310508515581511,4.310508515581511,4.310508515581511,4.310508515581511,2196.0,GreenApple
1.2734758123424204,1.2734758123424204,1.2734758123424204,1.2734758123424204,1.2734758123424204,1.2734758123424204,3459.6,GreenApple
2.1835567831665426,2.1835567831665426,2.1835567831665426,2.1835567831665426,2.1835567831665426,2.1835567831665426,3996.0,GreenApple
0.3487378057135785,0.3487378057135785,0.3487378057135785,0.3487378057135785,0.3487378057135785,0.3487378057135785,3610.0,GreenApple
0.4551519174245736,0.4551519174245736,0.4551519174245736,0.4551519174245736,0.4551519174245736,0.4551519174245736,4503.0,GreenApple
1.2045878817991205,1.2045878817991205,1.2045878817991205,1.2045878817991205,1.2045878817991205,1.2045878817991205,3478.2,GreenApple
0.5248581495822584,0.5248581495822584,0.5248581495822584,0.5248581495822584,0.5248581495822584,0.5248581495822584,4612.8,GreenApple
1.653733334253313,1.653733334253313,1.653733334253313,1.653733334253313,1.653733334253313,1.653733334253313,4230.0,GreenApple
0.9592399877066727,0.9592399877066727,0.9592399877066727,0.9592399877066727,0.9592399877066727,0.9592399877066727,4572.0,GreenApple
1.5286924903669106,1.5286924903669106,1.5286924903669106,1.5286924903669106,1.5286924903669106,1.5286924903669106,3478.2,GreenApple
0.18853420397049406,0.18853420397049406,0.18853420397049406,0.18853420397049406,0.18853420397049406,0.18853420397049406,4248.0,GreenApple
2.998252232556556,2.998252232556556,2.998252232556556,2.998252232556556,2.998252232556556,2.998252232556556,3798.0,RedApple
2.4567145976037454,2.4567145976037454,2.4567145976037454,2.4567145976037454,2.4567145976037454,2.4567145976037454,1440.0,RedApple
1.0754548080963715,1.0754548080963715,1.0754548080963715,1.0754548080963715,1.0754548080963715,1.0754548080963715,3327.6,RedApple
2.6152371626665136,2.6152371626665136,2.6152371626665136,2.6152371626665136,2.6152371626665136,2.6152371626665136,3763.6,RedApple
1.140282987219087,1.140282987219087,1.140282987219087,1.140282987219087,1.140282987219087,1.140282987219087,3007.0,RedApple
3.2561000902689887,3.2561000902689887,3.2561000902689887,3.2561000902689887,3.2561000902689887,3.2561000902689887,2070.0,RedApple
0.7526522396121604,0.7526522396121604,0.7526522396121604,0.7526522396121604,0.7526522396121604,0.7526522396121604,3114.0,RedApple
0.6053113840734683,0.6053113840734683,0.6053113840734683,0.6053113840734683,0.6053113840734683,0.6053113840734683,5004.0,RedApple
1.0608634221919586,1.0608634221919586,1.0608634221919586,1.0608634221919586,1.0608634221919586,1.0608634221919586,3744.0,RedApple
1.5457795110528605,1.5457795110528605,1.5457795110528605,1.5457795110528605,1.5457795110528605,1.5457795110528605,3132.0,RedApple
0.4234399355410321,0.4234399355410321,0.4234399355410321,0.4234399355410321,0.4234399355410321,0.4234399355410321,2145.0,RedApple
0.4403159416543403,0.4403159416543403,0.4403159416543403,0.4403159416543403,0.4403159416543403,0.4403159416543403,2063.6,RedApple
1.3094498828135914,1.3094498828135914,1.3094498828135914,1.3094498828135914,1.3094498828135914,1.3094498828135914,3366.0,RedApple
0.39844045499397873,0.39844045499397873,0.39844045499397873,0.39844045499397873,0.39844045499397873,0.39844045499397873,2142.0,RedApple
4.2488680766424185,4.2488680766424185,4.2488680766424185,4.2488680766424185,4.2488680766424185,4.2488680766424185,1440.0,RedApple
0.30304783678177155,0.30304783678177155,0.30304783678177155,0.30304783678177155,0.30304783678177155,0.30304783678177155,1440.0,RedApple
1.4868233668541226,1.4868233668541226,1.4868233668541226,1.4868233668541226,1.4868233668541226,1.4868233668541226,4428.0,RedApple
0.7686840203001591,0.7686840203001591,0.7686840203001591,0.7686840203001591,0.7686840203001591,0.7686840203001591,4806.0,RedApple
